Nom de l'offre touristique;Type de restaurant;Catégorie du restaurant;Adresse1;Adresse2;Adresse3;Code postal;Cedex;Bureau distributeur;Commune;Code Insee de la Commune;latitude;longitude;Situation de l'offre;N° de téléphone mobile;N° de téléphone fixe;N° de fax;Adresse e-Mail;Url du site web;Url pour accéder à la vidéo;Type de plateforme/url;widget tripadvisor;Code Embed pour intégrer une video;Classement dans les guides restaurants;Label classement logis;Label tourisme handicap;Animal accepté: oui / non;Complément information animal accepté;Labels;Service(s) proposé(s) sur l'équipement;Nombre max couverts;Nombre salles restaurant;Nombre max couverts en terrasse;Nombre salles de réunion;Nombre salles climatisées;Présence de l'offre sur les grands itinéraires vélo;Langue(s) parlée(s) à l'accueil;Langue(s) parlée(s) à l'accueil;Nombre personnes min pour les groupes;Nombre personnes max pour les groupes;Ouvert toute l'année: oui / non;Horaires d'ouvertures;Moyen(s) de réservation directe;Centrale de réservation en ligne?;Moyen(s) de réservation en ligne;Tarifs;Mode(s) de paiement accepté(s);localisation;Département
LE RELAIS DE BEAULIEU;Restaurant;Cuisine traditionnelle;;Beaulieu;;44160;;;PONTCHATEAU;44129;47.43494;-2.09191;;;02 40 01 60 58;02 40 45 60 82;contact@relaisdebeaulieu.com;http://www.hotel-restaurant-lerelaisdebeaulieu.fr;;;;;Guide des Relais Routiers,Le petit futé;;;oui;;;Séminaire,WiFi;130;1;;1;;;Anglais;oui;;150;;;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant,Virement;47.43494, -2.09191;Loire-Atlantique
LE RELAIS DE CHEMERE;Restaurant;;;10 rue de Rouans;Chéméré;44680;;;CHAUMES-EN-RETZ;44005;47.12641;-1.91038;;06 85 56 54 64;09 81 64 90 69;;frangeul.mt@gmail.com;;;;;;;;;;;;;;;;;;;;oui;;;;;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.12641, -1.91038;Loire-Atlantique
LE RELAIS MARINE;Restaurant;Restaurant gastronomique - cuisine raffinée;;276 rue Centrale;Quimiac;44420;;;MESQUER;44097;47.4054;-2.48194;;;02 40 42 51 09;02 40 42 56 57;relaismarine@orange.fr;http://www.relaismarine.fr;;;;;Guide du Routard Pays de la Loire;;;non;;Logis;WiFi;46;;20;;;;Anglais;oui;;80;;"01/07/2021||31/07/2021||||||||||||||19:15||20:30||||||19:15||20:30||||||19:15||20:30||||||19:15||20:30||||||19:15||20:30||||||12:15||14:00|||| ; 01/08/2021||31/08/2021||||||19:15||20:30||||||19:15||20:30||||||19:15||20:30||||||19:15||20:30||||||19:15||20:30||||||19:15||20:30||||||12:15||14:00||||";;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.4054, -2.48194;Loire-Atlantique
LE ROMA;Restaurant;Pizzeria;;14 avenue Ernest Chevrier;Tharon;44730;;;SAINT-MICHEL-CHEF-CHEF;44182;47.16502;-2.16508;;;02 40 39 41 81;;lormontemmanuel@gmail.com;;;;;;;;;;;;Plats à emporter;;1;;;;;;;;;;;;;;;;47.16502, -2.16508;Loire-Atlantique
LE RÉTRO;Restaurant;Brasserie;;3 place Bretagne;;44360;;;SAINT-ETIENNE-DE-MONTLUC;44158;47.2761591;-1.779594;;;02 40 86 93 32;;sarlarchambaud44360@wanadoo.fr;;;;;;;;;;;;;;;;;;;;;;;;;Alain Archambaud||02 40 86 93 32||sarlarchambaud44360@wanadoo.fr;;;;;47.2761591, -1.779594;Loire-Atlantique
LES BAGUETTES D'OR;Restaurant;Cuisine du Monde;;40 Rue du Marché;;44270;;;MACHECOUL-SAINT-MEME;44087;46.992821;-1.821399;;;02 28 27 39 32;;;https://sites.google.com/site/restobaguettesdor/home;;;;;;;;;;;;;;;;;;;;;;;01/01/2023||31/12/2023||||||||||||||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||||||||;;;;;;46.992821, -1.821399;Loire-Atlantique
LES CHANTS D'AVRIL;Restaurant;Restaurant gastronomique - cuisine raffinée;;2 Rue Laënnec;;44000;;;NANTES;44109;47.2124937;-1.5480889;Gare SNCF||Gare SNCF - accès Sud||0,589026;;02 40 89 34 76;;;http://www.leschantsdavril.fr/;"http://www.youtube.com/watch?v=LrqgrnVTfl0 ; https://www.youtube.com/watch?v=W-kfPyyhF74 ; https://www.youtube.com/watch?v=W5RRodRgwLE ; https://www.youtube.com/watch?v=DPexJ-Tnw-4 ; https://www.youtube.com/watch?v=pFkrje466ek";;;"http://www.youtube.com/watch?v=LrqgrnVTfl0<span data-champcoderef="" "" id=""91aa2680-31ec-4342-9ac8-e0883d7f44d3"" type=""champSimple""><br /></span>";Bottin Gourmand,Gault Millau,Guide du Routard Pays de la Loire,Le petit futé,Le Routard Hôtels et Restos de France,Les Tables de Nantes,Michelin,Pudlowski;;;oui;;;;40;2;;;;;Français;oui;20;40;;;;oui;||http://www.nantes-tourisme.com/book/116413||||||;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Tickets Restaurant;47.2124937, -1.5480889;Loire-Atlantique
LES ENFUMÉS;Restaurant;Brasserie;Impasse du Coudrais;;;44140;;;MONTBERT;44102;47.09534;-1.45077;;;;;;;;;;;;;;;;;;;;;;;;;;;;oui;01/01/2023||31/12/2023||Lundi et mardi de 10h à 14h30. Mercredi et jeudi de 10h à 22h30. Vendredi et samedis de 10h à 23h.||Fermé le dimanche.||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;47.09534, -1.45077;Loire-Atlantique
LES TABLES DU SOLEIL;Restaurant;Cafétéria;;187 Route de la Pointe St-Gildas;Centre du Soleil de Jade;44770;;;PREFAILLES;44136;47.13472;-2.24116;;;02 40 21 60 23;;info@soleildejade.com;https://www.lestablesdusoleil.fr/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.13472, -2.24116;Loire-Atlantique
LOMAR - DOMAINE DE PAN;Restaurant;Brasserie;;14 Le Nézil;;44410;;;SAINT-LYPHARD;44175;47.3711;-2.318;;;02 53 35 50 30;;pan@astonomia.com;https://astonomia.com/domaine-de-pan/;;;;;;;;;;;Séminaire,Service en terrasse,WiFi;;;;;;;;;;;;01/03/2023||05/11/2023||||||||||||||||||||||12:30||14:30||18:00||22:00||12:30||14:30||18:00||22:00||12:30||14:30||18:00||22:00||12:30||14:30||18:00||22:00||12:30||14:30||18:00||22:00;;;;;;47.3711, -2.318;Loire-Atlantique
L’AGAVE;Restaurant;;;11 rue Léon Blum;;44100;;;NANTES;44109;47.219104;-1.555368;;;02 40 47 54 51;;;;;Facebook||https://www.facebook.com/Lagave.Nantes;;;Les Tables de Nantes;;;;;;;;;;;;;;;;;;;;;;;;47.219104, -1.555368;Loire-Atlantique
MARINA BAY;Restaurant;Cuisine traditionnelle;;Quai Jean Mounès;Port du Collet;44760;;;LES MOUTIERS-EN-RETZ;44106;47.0293;-1.97835;;;02 40 64 68 93;;contact@leclusier.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.0293, -1.97835;Loire-Atlantique
MC DONALD'S;Restaurant;Restauration rapide;Parc commercial de la Colleraye;Parc commercial de la Colleraye;;44260;;;SAVENAY;44195;47.37231;-1.936269;"Route (nationale/départ.)||||0,5 ; Gare SNCF||||3";;02 40 04 11 45;;;;;;;;;;;;;;Plats à emporter,Plats à emporter / Covid-19,Service en terrasse,WiFi;;1;;0;1;;Français;oui;;;oui;;||02 40 04 11 45||;;;;Cartes bancaires,Tickets Restaurant;47.37231, -1.936269;Loire-Atlantique
MC DONALD'S;Restaurant;Restauration rapide;;Le Pont de Pierre;;44360;;;VIGNEUX-DE-BRETAGNE;44217;47.2921762;-1.7424089;;;02 28 02 04 08;;;;;"Facebook||https://www.facebook.com/McDonaldsVigneuxdeBretagne ; Instagram||https://www.instagram.com/explore/locations/320053591886902/mcdonalds-vigneux-de-bretagne/";;;;;;;;;;;;;;;;Français;oui;;;oui;;Mac donald's||02 28 02 04 08||;;;;Cartes bancaires,Chèques bancaires et postaux;47.2921762, -1.7424089;Loire-Atlantique
MLLE C'GOURMAND;;Restauration rapide;;Place Jules Verne;;44360;;;VIGNEUX-DE-BRETAGNE;44217;47.3314;-1.69496;;06 84 13 25 30;;;contact.mllecgourmand@gmail.com;;;"Facebook||https://www.facebook.com/mllecgourmand ; Instagram||https://www.instagram.com/mllecgourmand";;;;;;;;;Plats à emporter;;;;;;;;;;;;;;;;;;47.3314, -1.69496;Loire-Atlantique
N'SUSHI;Restaurant;Restaurant gastronomique - cuisine raffinée;;28 Rue Léon Fourneau;;44770;;;LA PLAINE-SUR-MER;44126;47.13735;-2.19194;;07 71 13 97 73;;;nsushi44770@gmail.com;https://www.facebook.com/Nsushi-103502615008203/;;;;;;;;;;;Plats à emporter;;;;;;;;;;;;;;;;;;47.13735, -2.19194;Loire-Atlantique
O'BRIEN'S IRISH PUB;Restaurant;;;130 avenue de Mazy;;44380;;;PORNICHET;44132;47.26949;-2.3442;;;02 44 73 96 41;;;;;;;;;;;;;;WiFi;;;;;;;Anglais;;;;;03/01/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Cartes bancaires,Espèces;47.26949, -2.3442;Loire-Atlantique
O'SPOT;Restaurant;Pizzeria;;203 Route de la Pointe Saint-Gildas;;44770;;;PREFAILLES;44136;47.13557;-2.24354;;;02 51 18 38 53;;herpin.emmanuel@orange.fr;;;;;;;;;;;;Plats à emporter;;;;;;;;;;;;;;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.13557, -2.24354;Loire-Atlantique
O'TACOS;Restaurant;Restauration rapide;;42 Avenue de la République;;44600;;;SAINT-NAZAIRE;44184;47.278;-2.21224;"Gare SNCF||||1 ; Transport en commun||Ligne Hélyce - Arrêt Rue de la Paix||0,29 ; Transport en commun||Ligne U4 - Arrêt Albert de Mun||0,27";;;;otacos.saintnazaire@resto-tacos.com;https://o-tacos.com/fr/;;"Facebook||https://www.facebook.com/pg/otacossaintnazaire/about/?ref=page_internal ; Instagram||";;;;;;;;;Livraison à domicile / Covid-19,Plats à emporter,Plats à emporter / Covid-19;;;;;;;;;;;oui;01/01/2023||31/12/2023||Ouvert du lundi au dimanche||Ouvert 7j/7||11:30||||||23:30||11:30||||||23:30||11:30||||||23:30||11:30||||||23:30||11:30||||||23:30||11:30||||||23:30||11:30||||||23:30;;;;"Menu adulte du jour (midi en semaine)||5,00||9,00|| ; Menu adulte soir et week-end||5,00||9,00||";;47.278, -2.21224;Loire-Atlantique
OLIVIER TRAITEUR;Restaurant;Cuisine traditionnelle;;52 route de Saint Père en Retz;;44210;;;PORNIC;44131;47.12659;-2.09563;;06 01 08 71 41;06 01 08 71 41;;olivier.traiteurpornic@gmail.com;http://www.traiteur-pornic.fr;;;;;;;;;;;Plats à emporter,Traiteur;;;;;;;;;;;;;;;;;;47.12659, -2.09563;Loire-Atlantique
PANEM;Restaurant;Cuisine du Monde;;10 avenue du Général de Gaulle;;44600;;;SAINT-NAZAIRE;44184;47.2736164;-2.2076068;"Transport en commun||Ligne U2 - Arrêt: Quatz Horloges||0,01 ; Gare SNCF||||1,6 ; Bord de mer||||0,4";07 71 22 53 12;02 40 22 59 58;;jo.proquin@gmail.com;https://panem.eatbu.com/?lang=fr;;;;;;;;oui;;;Plats à emporter,Service en terrasse,WiFi;50;;24;;;;Français;;;;;01/01/2023||31/12/2023||Ouvert du mardi au samedi||Fermé le dimanche et lundi||||||||||12:00||14:00||19:00||22:00||12:00||14:00||19:00||22:00||12:00||14:00||19:00||22:00||12:00||14:00||19:00||22:00||12:00||14:00||19:00||22:00||||||||;||07 71 22 53 12||jo.proquin@gmail.com;;;"Menu adulte du jour (midi en semaine)||15,00||18,00|| ; Menu adulte soir et week-end||28,00|||| ; Plats à la carte||15,00||19,00||";Cartes bancaires,Chèques bancaires et postaux,Espèces,Tickets Restaurant;47.2736164, -2.2076068;Loire-Atlantique
PAT A PIZZ';Restaurant;Restauration rapide;;2 bis Rue de Nantes;;44860;;;PONT-SAINT-MARTIN;44130;47.12337;-1.58428;;;02 40 32 75 32;;;;;;;;;;;;;;;;;;;;;;;;;;||||Ouvert mardi, jeudi vendredi et samedi midi et ouvert du mardi au dimanche soir.||||||||||||12:00||13:00||18:00||21:30||||||18:00||21:30||12:00||13:30||18:00||21:30||12:00||13:30||18:00||21:30||||||18:00||22:00||12:00||13:30||18:00||21:30;||02 40 32 75 32||starfixe 2@wanadoo.fr;;;;;47.12337, -1.58428;Loire-Atlantique
PIZZA PAOLI;Restaurant;Pizzeria;;150 avenue de Lattre de Tassigny;;44500;;;LA BAULE-ESCOUBLAC;44055;47.28523;-2.3983;;;02 40 11 07 07;;pizza.paoli@laposte.net;http://www.pizzapaoli.fr;;;;;;;;;;;;;;;;;;;;;;;"01/01/2022||30/06/2022||||||11:30||14:00||18:30||23:00||11:30||14:00||18:30||23:00||11:30||14:00||18:30||23:00||11:30||14:00||18:30||23:00||11:30||14:00||18:30||23:00||11:30||14:00||18:30||23:00||11:30||14:00||18:30||23:00 ; 01/07/2022||31/08/2022||||||11:30||14:00||18:30||00:00||11:30||14:00||18:30||00:00||11:30||14:00||18:30||00:00||11:30||14:00||18:30||00:00||11:30||14:00||18:30||00:00||11:30||14:00||18:30||00:00||11:30||14:00||18:30||00:00 ; 01/09/2022||31/12/2022||||||11:30||14:00||18:30||23:00||11:30||14:00||18:30||23:00||11:30||14:00||18:30||23:00||11:30||14:00||18:30||23:00||11:30||14:00||18:30||23:00||11:30||14:00||18:30||23:00||11:30||14:00||18:30||23:00";;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.28523, -2.3983;Loire-Atlantique
PIZZERIA LA CASA D'ANCEL;Restaurant;Pizzeria;;9 Place du Commerce;;44360;;;SAINT-ETIENNE-DE-MONTLUC;44158;47.276085;-1.7805803;;;02 40 86 97 53;;drouetstephane0419@orange.fr;;;Facebook||https://www.facebook.com/lacasadancel;;;;;;;;;;;;;;;;;oui;;;;;||02 40 86 97 53||;;;;;47.276085, -1.7805803;Loire-Atlantique
PIZZÉRIA LA FORGE;Restaurant;Pizzeria;;1 Rue Saint Fiacre;;44420;;;PIRIAC-SUR-MER;44125;47.38001;-2.54595;;;02 40 23 60 33;;pizzerialaforge@gmail.com;;;;;;;;;oui;;;Service en terrasse;40;;20;;;;;;;;;01/04/2022||30/10/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Cartes bancaires,Espèces;47.38001, -2.54595;Loire-Atlantique
PRESQU'ÎLE GOURMANDE;Restaurant;;;ZA de Kergoulinet;;44420;;;MESQUER;44097;47.39302;-2.45966;;;06 52 40 34 49;;presquilegourmande@gmail.com;http://presquilegourmande.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.39302, -2.45966;Loire-Atlantique
R DU TEMPS;Restaurant;Bistrot / bar à vin;;6 rue François Marceau;;44600;;;SAINT-NAZAIRE;44184;47.276351;-2.2070234;Transport en commun||Ligne Hélyce - Arrêt Rue de la Paix||0,19;;02 51 75 01 75;;contact@rdutempsbar.fr;https://lr-du-temps-saint-nazaire.eatbu.com/?lang=fr#;;Facebook||https://www.facebook.com/bistrotRdutemps/timeline?ref=page_internal;;;;;;oui;;;Banquet,Plats à emporter,Plats à emporter / Covid-19,Séminaire,Service en terrasse;210;1;150;0;;;Anglais,Italien;oui;;70;oui;01/01/2023||31/12/2023||Ouvert du lundi au samedi||Fermé le dimanche||11:00||||||21:00||11:00||||||21:00||11:00||||||21:00||11:00||||||21:00||11:00||||||22:00||11:00||||||22:00||||||||;||02 51 75 01 75||;;;;Cartes bancaires,Chèques bancaires et postaux,Tickets Restaurant;47.276351, -2.2070234;Loire-Atlantique
RADISSON BLU;Restaurant;Cuisine traditionnelle;;6 place Aristide Briand;;44000;;;NANTES;44109;47.2176826;-1.5638801;;;02 72 00 12 14;;restaurant.nantes@radissonblu.com;;;;;;Guide du Routard Pays de la Loire,Le petit futé,Les Tables de Nantes,Michelin,Pudlowski;;;non;;;Banquet,Séminaire,Service en terrasse,WiFi;88;1;30;6;1;;Anglais,Espagnol,Français;oui;1;230;oui;;;;;;Cartes bancaires,Tickets Restaurant;47.2176826, -1.5638801;Loire-Atlantique
RESTAURANT  MANOIR CLAUDINE-LA CHATAIGNERAIE;Restaurant;Cuisine traditionnelle;;62 rue de la Papinière;;44240;;;SUCE-SUR-ERDRE;44201;47.3355769;-1.5222872;;;02 49 62 39 00;;contact@manoirclaudine.com;https://www.manoirclaudine.com/bistrot?fbclid=IwAR3hsZ8Qu0oWdmZ2bIvw2YMUkU1t23LZT9K3PMA6cx4eS2kFOVuFw1fOqio;;"Instagram||https://www.instagram.com/manoirclaudine_chataigneraie/ ; Facebook||https://www.facebook.com/manoirclaudine.chataigneraie";;;;;;oui;;;Banquet,Séminaire,Service en terrasse,WiFi;40;1;80;1;;;Allemand,Français;oui;20;100;oui;;;oui;||https://bookings.zenchef.com/results?rid=357867&pid=1001&fullscreen=1&fbclid=IwAR2sIq4o8Lt7iv8S-kXAv0AxEVzO1esyquZ1tlrTz0rJvxb3uCIKD4RpF8o||||02 49 62 39 00||contact@manoirclaudine.com;;Cartes bancaires,Espèces;47.3355769, -1.5222872;Loire-Atlantique
RESTAURANT A LA PETITE RUELLE;Restaurant;Cuisine traditionnelle;;5 rue Ribateau;;44330;;;VALLET;44212;47.161146;-1.266624;;;02.40.36.61.98;;alapetiteruelle@orange.fr;www.alapetiteruelle.com;;;;;;;;;;;;;;;;;;;oui;;25;;;;;;;Cartes bancaires,Tickets Restaurant;47.161146, -1.266624;Loire-Atlantique
RESTAURANT AILLEURS - WESTOTEL LE POULIGUEN;Restaurant;Cuisine traditionnelle;;6 boulevard de La Libération;;44510;;;LE POULIGUEN;44135;47.27369;-2.42444;;;02 55 40 00 00;;reservation@westotel-lepouliguen.com;http://www.westotel-lepouliguen.com;;;;;;;;non;;;Séminaire,Service en terrasse,WiFi;200;15;150;26;;;Anglais,Espagnol;oui;;300;;01/01/2023||31/12/2023||ouverture ponctuel sur réservation||||12:00||14:00||19:00||22:00||12:00||14:00||19:00||22:00||12:00||14:00||19:00||22:00||12:00||14:00||19:00||22:00||12:00||14:00||19:00||22:00||12:00||14:00||19:00||22:00||12:00||14:00||19:00||22:00;;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces,Tickets Restaurant;47.27369, -2.42444;Loire-Atlantique
RESTAURANT AU FIL DES SAISONS;Restaurant;Restaurant gastronomique - cuisine raffinée;;20 Place Charles de Gaulle;;44330;;;VALLET;44212;47.1608283;-1.2659532;;;02 40 36 30 05;;aufildessaisons44.hotmail.com;https://www.facebook.com/aufildsaisons;;;;;Guide du Routard Pays de la Loire,Les Tables de Nantes;;;oui;;Tables et Auberges de France;Service en terrasse;24;1;12;;0;;Anglais,Espagnol,Français;oui;15;25;oui;||||||||12:00||13:30||19:30||21:00||||||||||||||||||12:00||13:30||19:30||21:00||12:00||13:30||19:30||21:00||12:00||13:30||19:30||21:00||12:00||13:30||||;Mme Lardiere||02 40 36 30 05||aufildessaisons44@hotmail.com;;;"Menu adulte du jour (midi en semaine)||||||formule du midi 2 plats : 12.50;formule entrée, poisson, viande, et dessert : 40 ; Menu adulte soir et week-end||||||menu du marché : entree, plat dessert (23 euros);menu plaisir : entréé, plat, dessert (32 euros);                     entrée, poissons, viande, dessert (40 euros) ; Menu enfant||||||plat, dessert et jus de fruit";Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Chèques Vacances Connect,Espèces,Tickets Restaurant;47.1608283, -1.2659532;Loire-Atlantique
RESTAURANT AU PONT DIVIN;Restaurant;Cuisine traditionnelle;;20 route des Ponts;;44450;;;SAINT-JULIEN-DE-CONCELLES;44169;47.2571603;-1.4246698;;;02 72 60 89 53;;resto@aupontdivin.com;http://www.aupontdivin.fr/;;;;;Le petit futé;;;;;;Plats à emporter / Covid-19,Séminaire,Service en terrasse;70;2;50;1;;;Français;oui;;50;;;;;;;Cartes bancaires,Espèces,Tickets Restaurant;47.2571603, -1.4246698;Loire-Atlantique
RESTAURANT AUBERGE CHEZ PIPETTE;Restaurant;Cuisine traditionnelle;;13 impasse de Tournebride;;44690;;;LA HAIE-FOUASSIERE;44070;47.1794493;-1.4089294;;;02 40 54 80 47;02 40 54 80 09;auberge.chez.pipette@wanadoo.fr;http://www.aubergechezpipette.fr;;;;;Le petit futé;;;oui;;Maitres Restaurateurs;WiFi;180;5;50;1;1;;Anglais,Italien;oui;;70;oui;;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Tickets Restaurant;47.1794493, -1.4089294;Loire-Atlantique
RESTAURANT AUBERGE DE L'ÉCLUSE;Restaurant;Restaurant gastronomique - cuisine raffinée;;;La Provostière;44440;;;RIAILLE;44144;47.524153;-1.3465896;"Route (nationale/départ.)||D18||2,5 ; Route (nationale/départ.)||D33||2,4";;02 40 97 86 54;;guillaume.cruaud@orange.fr;http://auberge-de-l-ecluse-44440.zenchef.com/;;Facebook||https://www.facebook.com/AubergeDeLEcluse;;;Le petit futé;;;oui;;;Banquet,Plats à emporter,Séminaire,Service en terrasse,Traiteur,WiFi;75;2;;1;0;;Anglais,Français;oui;10;75;oui;||||Préférence pour les réservations !||||12:00||14:00||||||12:00||14:00||||||||||||||12:00||14:00||19:30||21:00||12:00||14:00||19:30||21:00||12:00||14:00||19:30||21:00||12:00||14:00||||;||02 40 97 86 54||info@auberge-ecluse.fr;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.524153, -1.3465896;Loire-Atlantique
RESTAURANT AUBERGE DU TIRE BOUCHON;Hôtel restaurant;Cuisine traditionnelle;;34 rue de la Vallée du Havre;;44521;;;COUFFE;44048;47.3896457;-1.2959308;"Route (nationale/départ.)||D21||0 ; Route (nationale/départ.)||RD723||6 ; Gare SNCF||Ancenis||12 ; Autoroute||Péage d'Ancenis A11||9";;02 40 96 54 39;;tire-bouchon@laposte.net;http://www.aubergedutirebouchon.com;;Tripadvisor||https://www.tripadvisor.fr/Restaurant_Review-g1753324-d8001680-Reviews-Auberge_Du_Tire_Bouchon-Couffe_Loire_Atlantique_Pays_de_la_Loire.html;"<div id=""TA_selfserveprop996"" class=""TA_selfserveprop"">;<ul id=""in4C1sxqQUH"" class=""TA_links WIzSbG5pi"">;<li id=""70VppDvo"" class=""ZVmfnR"">;<a target=""_blank"" href=""https://www.tripadvisor.fr/""><img src=""https://www.tripadvisor.fr/img/cdsi/img2/branding/150_logo-11900-2.png"" alt=""TripAdvisor""/></a>;</li>;</ul>;</div>;<script src=""https://www.jscache.com/wejs?wtype=selfserveprop&amp;uniq=996&amp;locationId=8001680&amp;lang=fr&amp;rating=true&amp;nreviews=3&amp;writereviewlink=false&amp;popIdx=false&amp;iswide=false&amp;border=true&amp;display_version=2""></script>;";;;;;oui;;Auberge de Village;Banquet,Plats à emporter,Plats à emporter / Covid-19,WiFi;50;1;50;;;;Anglais,Français;oui;;45;oui;01/01/2023||31/12/2023||||Fermeture du 13 au 19 février 2023||||||||||||||||||12:00||13:30||||||12:00||13:30||||||12:00||13:30||19:30||21:00||12:00||13:30||19:30||21:00||12:00||13:30||||;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.3896457, -1.2959308;Loire-Atlantique
RESTAURANT DU GOLF DE L'ILE D'OR;Restaurant;Cuisine traditionnelle;;;Ile Dorelle - LA VARENNE;49270;;;OREE D'ANJOU;49069;47.3254352;-1.3218058;;;02 40 98 13 40;partenaire ôsezMauges 21;restaurantiledor@orange.fr;http://www.restaurant-iledor.com/;;Tripadvisor||https://www.tripadvisor.fr/Attraction_Review-g1236226-d1918949-Reviews-Golf_de_l_Ile_d_Or-Saint_Remy_la_Varenne_Maine_et_Loire_Pays_de_la_Loire.html;"<div id=""TA_selfserveprop952"" class=""TA_selfserveprop"">;<ul id=""VB83FZF1"" class=""TA_links bQ5yCPUmF"">;<li id=""zOXqkUcMz"" class=""jK5AWhWp4Y0F"">;<a target=""_blank"" href=""https://www.tripadvisor.fr/""><img src=""https://www.tripadvisor.fr/img/cdsi/img2/branding/150_logo-11900-2.png"" alt=""TripAdvisor""/></a>;</li>;</ul>;</div>;<script src=""https://www.jscache.com/wejs?wtype=selfserveprop&amp;uniq=952&amp;locationId=8465280&amp;lang=fr&amp;rating=true&amp;nreviews=4&amp;writereviewlink=true&amp;popIdx=true&amp;iswide=true&amp;border=true&amp;display_version=2""></script>;";;;;;oui;;Labellisé Restaurateurs de France;Banquet,Séminaire,WiFi;200;3;100;2;;;Allemand,Anglais,Italien;oui;20;150;oui;02/01/2023||31/12/2023||||||09:00||19:00||||||09:00||19:00||||||09:00||19:00||||||09:00||19:00||||||09:00||19:00||||||09:00||19:00||||||09:00||19:00||||;||02 40 98 13 40||;;;"Menu adulte du jour (midi en semaine)||19,00||22,50|| ; Menu adulte soir et week-end||33,00||38,00||";Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Tickets Restaurant;47.3254352, -1.3218058;Loire-Atlantique
RESTAURANT INDIEN KASHFULL;Restaurant;Cuisine du Monde;;2 bis route du Gâvre;;44130;;;BLAIN;44015;47.477375;-1.7615966;"Gare SNCF||Gare de Nantes||38 ; Route (nationale/départ.)||RN 137||13 ; Transport en commun||Lignes LILA 11 et 71, arrêt ""Pl Jollan""||0,3 ; Halte fluviale||Port de Blain||1";;02 40 87 81 33;;;;;;;;;;;oui;;;Plats à emporter,Service en terrasse,WiFi;40;1;25;;;;Anglais,Français;oui;;35;oui;;||02 40 87 81 33||;;;;;47.477375, -1.7615966;Loire-Atlantique
RESTAURANT L'ESPLANADE;Restaurant;Cuisine traditionnelle;;1 place Charles de Gaulle;;44110;;;CHATEAUBRIANT;44036;47.7184307;-1.3712497;;;02 40 28 15 56;;;;;;;;;;;;;;Banquet;25;;;;;;;;;;;||||||fermé le dimanche||||||||||||||||||||||||||||||||||||||||||||||||||||||||;||02 40 28 15 56||;;;Menu adulte du jour (midi en semaine)||12,00||||;Cartes bancaires,Chèques bancaires et postaux,Tickets Restaurant;47.7184307, -1.3712497;Loire-Atlantique
